id	birthdate	gender_id	country_id
8590780	1993-03-11	3	4
8600997	1959-07-30	3	1
8605803	1963-06-21	1	1
7879487	1990-01-30	3	2
7879967	1960-08-09	1	3
7880159	1982-03-18	3	1
7880380	1979-09-27	3	1
7849597	1958-05-25	3	1
7080870	1971-12-12	3	1
7850009	1964-01-02	3	1
7851947	1979-02-16	1	1
7852009	1950-12-02	3	1
7880634	1966-10-23	3	1
7881283	1947-01-24	1	4
7146598	1974-06-29	1	1
7882102	1964-05-07	3	1
7882437	1962-12-12	3	1
7206324	1992-06-11	3	1
7216779	1962-12-08	1	1
7218443	1961-08-12	1	1
7230954	1969-07-15	3	1
7882587	1975-04-14	3	2
7235269	1970-03-31	1	1
7251295	1945-12-10	1	1
8614145	1955-08-06	1	1
8640011	1983-07-12	1	4
8651221	1976-08-31	3	1
8667977	1970-05-20	3	1
8669107	1981-03-12	3	1
7288977	1986-07-31	1	1
7296172	1960-08-28	3	1
7302502	1987-05-30	3	1
8700848	1961-09-09	3	1
8720422	1971-05-16	1	1
8735146	1940-04-10	1	1
8739763	1960-01-03	1	4
7304405	1939-07-02	1	1
7305937	1969-01-02	3	3
7319019	1955-12-08	1	1
7323133	1969-07-16	3	1
8761849	1964-07-25	3	4
8764265	1996-04-13	3	1
8767282	1948-10-25	1	4
8791827	1952-08-29	1	4
8796992	1969-08-10	3	1
8814429	1957-06-13	3	3
7907071	1968-04-25	3	1
7907190	1995-12-01	3	1
8854484	1948-04-09	1	1
8865280	1955-03-06	3	1
7907622	1975-09-17	1	2
7907749	1950-03-12	1	2
7908482	1975-09-04	1	1
8896614	1962-02-22	3	1
8937077	1964-03-06	3	1
8942974	1957-01-18	3	1
7868999	1989-08-11	1	1
7852055	1975-08-13	1	1
7852296	1969-03-02	1	1
7908943	1990-12-10	1	1
7331777	1978-10-10	1	1
7333896	1994-04-14	1	1
8063896	1979-08-17	3	1
8068335	1970-03-06	3	1
8091172	1974-10-09	1	1
7909171	1976-07-08	3	1
7909521	1963-02-08	3	2
7909735	1986-02-05	3	2
7872053	1986-12-06	3	1
7872162	1972-08-29	1	1
7872836	1968-05-07	1	4
7884679	1977-01-13	3	1
7884731	1962-04-20	1	1
7885187	1967-10-26	3	1
7885344	1979-02-26	1	1
7885347	1974-02-17	3	1
7853836	1980-08-15	3	1
7853851	1959-11-26	3	1
7853964	1991-03-25	1	1
7910618	1992-04-14	1	1
7912089	1953-10-30	3	3
7913882	1971-06-16	3	1
7873612	1968-05-20	3	1
7873661	1988-12-14	1	1
7873901	1977-12-05	3	1
7874029	1981-10-25	1	2
7874284	1980-08-06	3	2
7854130	1982-04-15	3	1
7885444	1994-05-25	1	1
7885520	1981-03-15	1	1
7874969	1969-05-17	3	1
7875137	1985-07-20	3	1
7875480	1956-12-31	3	1
7855823	1942-09-09	1	1
8123459	1955-08-28	1	1
7875976	1999-02-23	3	2
8965411	1975-06-16	3	4
506518	1951-11-28	1	2
7856848	1982-04-24	1	2
7857601	1958-09-14	3	1
7857783	1977-07-21	1	1
7857937	1999-07-02	3	1
7858079	1994-09-06	3	1
7858116	1997-08-02	3	1
7877609	1970-10-09	3	2
7877996	1991-11-07	1	4
7886101	1968-07-26	3	4
7886341	1985-04-25	1	3
7886884	1950-07-24	3	1
1761066	1946-11-10	1	2
2313966	1967-10-31	3	1
7878447	1993-10-10	1	1
7878531	1991-10-30	1	1
7878619	1988-12-21	3	1
7878903	1986-02-24	3	1
8173300	1963-01-01	1	1
7858723	1985-03-12	3	4
7859115	1981-07-14	3	1
7859236	1966-01-03	3	1
7859281	1964-08-09	1	1
7859668	1994-04-23	3	1
7859909	1973-07-15	1	1
7860524	1972-03-29	3	4
7861044	1954-09-09	1	1
7861365	1958-03-15	3	1
7879375	1996-12-04	3	2
7861644	1968-02-03	3	1
7861661	1973-08-03	1	1
7862367	1996-11-28	1	4
7862431	1993-06-27	3	4
7862566	1957-06-20	1	4
7862580	1968-10-05	3	4
7862647	1995-04-09	1	4
7862800	1982-04-03	1	3
7880444	1985-07-29	1	1
7881050	1994-11-19	3	2
7881068	1993-06-15	3	2
8221413	1972-12-05	3	4
8232405	1980-07-16	1	2
7865339	1975-04-24	3	1
7865347	1970-01-31	1	1
7865377	1969-08-27	3	1
2914620	1959-08-11	1	1
3137615	1953-04-16	1	1
7358986	1969-05-04	3	1
7370534	1973-09-28	3	1
7376016	1957-02-03	3	1
7887988	1976-10-15	3	2
7888604	1990-12-06	1	3
7888697	1967-07-17	3	1
7406188	1970-05-08	1	1
7409266	1961-11-20	3	2
7578728	1991-07-04	3	1
7459318	1981-12-03	1	1
7465474	1968-03-14	3	2
7889808	1978-08-21	1	2
7889871	1973-06-15	1	2
7890384	1990-10-07	3	3
7890573	1960-03-06	3	1
7890864	1976-06-12	1	1
7490599	1971-07-11	3	1
7498224	1950-12-02	1	1
7514869	1944-05-01	3	1
7515698	1970-04-17	1	4
7522332	1994-07-24	1	1
7558931	1965-03-29	3	3
7608291	1976-03-21	1	2
7612776	1996-09-08	3	1
3386055	1969-01-26	3	1
3659759	1986-12-25	3	1
3724960	1960-02-01	3	1
3763436	1970-03-10	3	1
8239111	1948-06-19	1	1
8240488	1951-03-20	3	1
8245473	1967-03-25	3	4
8246129	1956-03-01	3	1
7962324	1966-12-28	1	1
7993522	1965-02-02	3	3
7891224	1949-12-26	3	1
7891664	1971-11-27	3	2
4071930	1946-02-02	1	2
4174455	1988-01-04	3	1
7881715	1955-06-07	1	1
7881893	1983-09-30	1	1
7866237		1	2
7866617	1986-08-24	1	4
7631627	1957-04-22	3	1
7636333	1961-06-19	1	1
7641575	1976-02-24	1	1
4795238	1960-06-22	3	1
5004613	1961-07-14	3	1
5050474	1969-08-09	3	1
5074023	1970-11-06	1	1
5103476	1973-09-07	3	1
5172051	1945-11-30	1	1
5237901	1986-12-08	3	1
5329142	1969-03-21	3	1
5400280	1954-02-17	1	1
5473178	1954-11-05	3	1
5676902	1950-10-24	1	1
8298587	1985-04-15	1	2
8305068	1977-09-15	1	1
7867494	1998-02-01	1	1
7867576	1951-10-24	1	1
7892865	1954-08-02	3	1
8315644	1975-02-14	1	1
8317924	1984-09-05	1	4
8318481	1952-04-04	1	1
8327217	1968-12-28	1	1
7894027	1951-12-31	1	1
7894362	1982-07-17	1	1
7760441	1947-03-28	1	2
7895050	1993-04-26	1	3
7895087	1951-07-05	1	3
7895186	1960-12-30	3	1
7895449	1942-10-13	1	1
8031797	1959-07-13	3	2
8042627	1992-01-21	3	1
8051686	1990-11-10	1	2
7882754	1991-10-02	3	4
7883420	1984-10-06	1	1
7883543	1993-04-14	1	1
7883646	1974-10-27	1	1
7853986	1970-08-18	3	1
7875607	1967-06-15	1	1
7908677	1967-03-30	3	1
7909082	1995-03-10	3	1
8113651	1996-12-09	1	1
7885134	1967-08-21	3	1
7885337	1968-01-07	3	1
7885434	1990-09-18	1	1
8334041	1950-06-21	1	1
8335871	1979-12-29	3	4
8365651	1987-09-29	1	4
8377940	1977-08-09	3	4
7895873	1968-06-09	1	1
7895982	1977-02-04	1	2
7896149	1974-05-10	3	2
8122432	1979-07-12	3	1
8131290	1937-05-02	1	1
8143596	1956-11-17	3	1
8143902	1983-04-06	3	1
7885544	1988-01-11	1	1
7886014	1972-01-09	3	4
7886455	1964-05-06	3	3
8165536	1945-09-10	1	1
7886821	1963-02-12	3	1
7887146	1994-02-01	3	1
7887642	1976-05-26	1	1
7887675	1968-04-11	1	2
5731471	1956-07-03	1	1
7896252	1977-06-13	1	4
7896382	1994-03-04	3	4
7896737	1968-03-13	1	1
7896825	1961-04-05	1	1
7897047	1955-03-26	1	1
7867943	1974-06-12	3	1
8400064	1979-10-26	3	1
8409484	1964-12-30	3	1
7909767	1942-11-22	3	2
5854631	1994-12-15	3	1
5908755	1950-04-17	3	1
8420525	1993-08-16	3	4
8429445	1974-09-28	1	4
7910729	1970-04-28	3	1
7910905	1987-11-26	1	1
5962631	1975-11-13	1	2
5971701	1973-05-12	3	1
7870696	1949-05-24	3	1
7870977	1959-11-18	3	1
7871008	1973-12-07	1	1
7871096	1981-01-21	1	1
7911269	1983-09-21	3	1
7911887	1995-12-06	3	4
8212554	1975-11-29	1	4
8235246	1977-03-07	3	1
7912346	1961-12-31	3	1
8256968	1948-08-03	3	4
8267872	1962-05-11	3	3
8272559	1966-01-16	1	1
7914418	1997-08-20	3	1
7888228	1967-02-28	1	4
7888347	1981-10-14	1	4
7888684	1962-09-19	1	1
7888892	1962-06-24	3	1
7889003	1981-03-20	3	1
7889060	1971-01-07	3	1
7890296	1949-06-28	1	3
7891042	1959-05-21	1	1
7891358	1968-08-25	3	2
7891794	1973-12-07	3	4
7891998	1970-01-19	1	3
7892046		1	3
8316886	1977-07-12	3	1
8348355	1972-04-14	1	3
8355267	1968-03-25	3	1
8402080	1975-12-27	3	4
8428935	1948-08-18	1	3
7897123	1964-12-15	3	1
7897144	1971-06-17	1	1
7897605	1992-05-16	1	1
7892573	1986-01-19	1	1
7892613	1965-04-12	3	1
7892905	1970-04-08	3	1
7893064	1996-03-25	1	1
7872404	1997-08-11	1	1
6047962	1973-01-15	1	1
7898686	1965-06-29	3	1
8441380	1964-07-29	3	4
8476676	1944-01-04	1	1
7873130	1948-03-03	1	3
7873336	1970-05-31	1	1
7873415	1980-11-06	1	1
7873760	1967-04-28	1	1
7898923	1974-01-14	3	1
8502050	1974-12-23	1	1
8503506	1965-03-28	3	1
8508116	1975-08-14	3	4
7874976	1995-07-11	1	1
7916089	1989-03-14	3	1
7916503	1966-02-16	1	2
8512337	1949-01-05	3	1
8513828	1955-09-09	1	1
8524309	1992-11-20	3	4
8531560	1969-10-16	1	2
8541498	1967-10-07	1	1
8546589	1954-12-19	3	1
6085569	1967-05-11	1	1
6090473	1957-02-18	3	2
6110110	1963-01-17	3	1
8450858	1957-05-23	3	1
7893879	1979-08-04	3	1
7893990	1982-02-07	1	1
7918123	1962-05-19	3	4
7894355	1952-06-12	1	1
7895316	1948-05-26	3	1
7895360	1964-05-02	1	1
7899928	1968-11-05	1	2
7900155	1970-08-23	3	4
8567537	1967-06-19	3	1
8575332	1986-03-09	3	4
8581090	1993-07-13	1	4
8591846	1971-07-25	3	1
8595476	1973-10-31	1	1
7901087	1992-09-30	3	1
7901099	1971-07-30	3	1
6160996	1990-12-19	3	1
6174110	1976-07-31	1	1
6187806	1948-01-03	1	1
6187901	1970-06-05	3	1
8472201	1966-07-03	3	1
8475198	1974-08-19	3	4
6233686	1982-08-29	1	1
7901200	1980-09-09	1	1
7901796	1997-08-06	3	2
7901843		3	4
6331733	1989-10-18	1	1
8495065	1980-06-07	3	1
8499025	1966-06-07	1	4
8499400	1967-12-22	1	1
8516714	1989-09-20	3	1
8528115	1950-06-25	1	1
8529811	1953-08-20	1	4
7919315	1946-01-16	1	2
7919840	1961-06-17	3	1
7875239	1945-01-14	1	1
7875470	1965-12-24	3	1
6414687	1982-12-01	1	1
6431411	1965-07-27	3	1
7895718	1997-01-19	1	1
7896222	1949-05-23	1	4
7896749	1966-02-17	1	1
7897013	1991-08-17	3	1
8595752	1952-07-28	3	2
8595947	1976-01-07	3	4
8598171	1977-06-17	3	1
8603199	1994-09-15	1	1
7876081	1956-04-25	3	4
7876574	1965-08-19	1	3
7877021	1961-08-06	1	1
7877028	1965-05-17	3	1
8630567	1975-11-19	3	1
7902454	1975-03-26	1	1
7877396	1970-10-14	3	1
7898144	1977-06-30	1	4
7898446	1989-06-26	1	3
7898656	1995-08-12	3	3
8554577	1973-11-18	1	1
8557750	1962-11-01	3	4
8648981	1949-10-16	3	1
8656194	1988-11-28	3	1
7902965	1954-01-28	3	1
7903286	1969-06-29	1	2
7903558	1979-11-14	3	4
7880365	1998-04-30	1	1
7880822	1948-01-22	3	1
7899024	1984-07-05	3	1
7899418	1963-05-29	1	1
7899829	1994-02-18	1	2
7900652	1997-03-13	3	1
7903966	1987-02-22	1	1
7904040	1982-03-13	3	1
6443594	1975-02-18	1	1
8664716	1983-06-18	1	1
7881150	1987-09-06	3	2
7881405	2005-06-04	3	3
7881784	1954-12-26	3	1
7881885	1978-07-08	3	1
8562378	1979-05-10	3	4
8573753	1976-06-22	1	4
8575837	1946-08-03	1	4
8580674	1965-10-27	1	1
7901093	1987-04-06	1	1
7901146	1974-01-17	3	1
7901252	1985-10-27	1	1
8702499	1973-01-19	1	4
8713810	1961-09-17	3	4
7882813	1951-08-13	1	4
7882899	1958-11-30	3	3
7883111	1969-03-29	3	1
7883124	1986-08-08	3	1
7883231	1953-06-04	1	1
7920291	1968-09-21	1	1
7920451	1989-05-01	3	1
7920468	1979-08-12	1	1
8787410	1957-05-31	3	1
8797032	1974-08-23	1	4
8824432	1964-12-05	3	2
7901899	1981-01-12	3	4
7901922	1969-07-22	3	4
7883708	1984-02-20	1	1
7883815	1997-08-03	3	2
7884096	1990-04-18	1	4
7884140	1979-07-11	3	4
7884575	1976-03-30	3	1
7884732	1969-04-05	1	1
7884997	1976-08-27	3	1
7903580	1985-11-09	1	4
7903599	1990-12-26	1	4
7903952	1991-06-16	1	1
7904714	1977-08-22	1	1
7904889	1944-03-03	1	2
7904986	1965-01-31	3	2
7905083	1997-10-08	3	2
7885668	1943-03-19	1	2
7904853	1992-09-15	1	2
7887266	1993-12-13	3	1
7905495	1969-08-18	3	3
8583420	1953-04-19	3	2
8590364	1975-01-23	3	1
8592005	1977-03-25	1	1
7906123	1995-09-02	1	1
7906347	1991-09-27	3	2
7906596	1980-08-16	1	4
7906912	1983-02-03	3	1
7907037	1969-07-17	1	1
7907524	1975-07-06	1	1
7906245	1960-08-25	3	2
7906599	1985-12-27	3	4
7906823	1995-06-15	3	1
7908183	1948-05-13	1	3
7953319	1978-09-15	1	1
8607073	1942-04-15	3	1
8620999	1955-03-14	3	1
7992834	1957-06-05	1	2
8832306	1965-08-05	1	4
8843829	1952-11-12	3	3
8861336	1997-02-15	3	2
8031781	1955-01-19	1	2
8636847	1946-11-15	3	1
8641324	1984-03-14	1	4
8646468	1977-03-07	1	4
8652950	1964-11-13	1	2
6523658	1971-05-29	3	1
6534362	1972-11-07	1	1
6541965	1974-02-27	1	1
8073594	1954-03-15	1	1
8870747	1963-07-14	3	3
8906925	1959-02-12	3	2
8925612	1950-12-08	3	4
6575602	1991-10-10	3	1
7907518	1961-12-04	1	1
7908602	1981-05-17	1	1
8959665	1969-02-08	1	1
6575606	1974-11-18	3	1
6578415	1949-01-07	1	2
6599896	1987-01-31	3	1
7887288	1944-12-20	1	1
6629888	1958-04-30	3	2
6630124	1987-10-28	3	2
6638016	1982-08-13	1	1
6640639	1971-06-10	1	1
7888483	1949-11-21	1	3
7888591	1978-03-16	1	3
7888996	1953-01-15	3	1
7889223	1981-12-27	1	1
6661637	1973-10-14	1	2
6676675	1984-11-24	1	4
8663073	1971-11-28	3	1
8705502	1964-05-28	1	1
8708955	1983-12-03	1	4
8720628	1973-03-12	3	1
8723178	1984-01-06	1	2
8734027	1949-07-06	3	1
7889917	1975-03-16	1	2
7890074	1968-02-01	1	4
7890494	1967-02-21	3	1
7890533	1988-11-09	1	1
8788995	1968-06-02	1	1
8816056	1992-01-12	1	1
7891017	1963-04-10	1	1
2154578	1943-04-06	3	1
2270451	1951-02-16	3	1
3033069	1991-10-01	3	1
7892239	1973-08-25	1	1
7892839	1977-04-16	3	1
3080059	1965-10-27	1	1
7893838	1972-10-22	3	1
7895021	1993-10-18	1	3
7895095	1967-05-24	1	3
7895208	1980-12-04	3	1
7895536	1993-07-18	3	1
7895708	1969-05-10	1	1
7895719	1973-06-03	3	1
7895949	1988-05-29	1	2
7896148	1962-02-13	1	2
7896756	1971-11-23	3	1
7897214	1989-06-19	1	1
7897298	1973-08-10	3	1
7920515	1990-04-09	3	1
7920561	1981-04-25	1	1
7920650	1983-03-18	1	1
7921017	1971-05-29	1	2
7897444	1974-10-23	3	1
7897828	1949-05-09	1	2
7897982	1977-01-17	1	2
7898055	1977-12-20	1	2
7898334	1967-05-24	3	4
7921236	1998-08-09	3	4
7921897	1994-09-05	1	1
3750556	1972-10-22	3	1
3774926	1991-08-17	1	1
7899542	1982-10-27	1	1
7899987	1968-03-18	3	2
7900515	1978-12-18	3	3
3985322	1963-10-31	3	3
4145504	1965-01-08	1	2
4219634	1968-11-22	3	4
7923165	1990-12-20	3	2
8844240	1978-12-16	1	1
8847463	1947-07-03	1	4
8872294	1957-08-10	3	1
8882098	1972-01-26	3	1
7900838	1966-04-05	1	1
7901195	1957-02-04	3	1
4312232	1987-05-20	1	1
4400327	1974-12-13	3	1
4473292	1979-02-21	3	1
8950451	1978-05-18	3	4
7924475	1993-01-31	3	1
7901560	1981-11-08	1	2
7901851		3	4
7902011	1992-03-29	1	4
4680850	1950-04-28	1	1
4734724	1948-04-12	3	1
8959726	1987-11-30	3	1
8970383	1973-09-08	3	1
1406453	1960-03-29	3	1
4851344	1945-11-29	3	2
4906247	1971-08-26	1	1
4946174	1960-04-25	3	1
4953335	1966-09-23	3	1
4980828	1963-09-15	3	1
5040072	1991-09-17	3	1
7902240	1966-08-03	1	3
7902279	1983-11-22	3	1
7902782	1963-04-02	1	1
7902995	1999-05-09	3	1
7903103	1960-11-08	1	1
8137230	1946-09-30	3	1
8144319	1962-07-09	3	4
2537863	1947-11-13	1	1
5151145	1967-08-04	1	1
5166273	1972-12-29	3	1
3194054	1959-12-31	1	3
7903196	1976-08-22	3	2
8166622	1944-06-12	3	1
8168619	1983-08-07	1	1
8183485	1966-08-08	3	2
7904168	1945-09-01	1	1
7904272	1999-01-30	3	1
7904629	1971-01-11	3	1
7904636	1967-11-18	3	1
8214094	1968-01-02	1	4
7904857	1955-05-08	3	2
7905814	1966-01-09	1	1
8246472	1977-02-26	3	1
8256163	1965-07-02	3	1
8262981	1967-08-27	1	1
7906010	1999-03-31	1	1
7906218	1940-07-02	1	2
7906405	1971-07-10	1	2
8276329	1949-05-01	1	1
8291534	1969-09-29	1	1
7583138	1990-04-20	1	1
7907892	1994-09-10	1	2
7908403	1970-11-08	1	1
8307211	1952-07-11	1	1
8314252	1974-05-07	1	2
5351537	1974-10-17	1	1
3725518	1994-09-28	3	1
7908732	1985-09-06	3	1
7908808	1970-07-18	3	1
7909085	1985-12-28	1	1
5361098	1957-08-07	3	1
5361606	1968-04-14	3	1
4235130	1966-08-12	3	2
4253570	1986-01-28	3	1
7909815	1983-06-30	3	4
8344001	1955-07-19	3	3
8360287	1981-02-23	1	4
8363460	1972-10-13	1	1
7939923	1990-04-14	1	3
7952816	1954-11-15	3	1
4558623	1956-12-31	3	1
4567947	1961-10-13	3	2
4605759	1958-09-14	3	1
8398563	1946-09-03	3	4
8410395	1984-07-22	1	1
8417184	1952-02-23	3	1
8418087	1979-06-13	1	2
8017760	1978-04-25	1	4
8036405	1946-07-25	1	1
8037134	1988-09-24	3	4
8435907	1952-06-02	3	1
8442350	1967-04-10	1	1
8445143	1962-01-06	1	1
8450318	1950-02-24	3	1
8460465	1957-05-29	3	1
8042116	1981-07-19	3	4
8056589	1963-09-22	3	1
8071972	1951-11-07	3	4
8468807	1958-12-14	3	2
8479224	1956-06-19	1	2
8481121	1959-08-03	3	1
8482017	1995-05-29	1	2
8486940	1970-09-14	3	4
8100458	2000-01-27	3	1
8113767	1984-12-27	1	1
8495012	1964-10-11	3	1
8502242	1989-06-20	3	1
8505479	1940-03-15	3	1
8524849	1982-09-03	1	4
8524905	1968-08-01	3	1
8525026	1958-10-27	1	1
8122035	1959-12-30	1	3
5485097	1982-11-20	1	1
5521192	1975-08-20	1	1
5538591	1968-07-24	3	2
5559014	1980-05-09	3	4
8163021	1985-10-12	1	4
8541108	1952-06-28	3	1
5624882	1995-05-30	3	1
5639807	1963-02-09	3	4
5714830	1963-10-25	3	1
5763876	1950-10-14	3	1
8202359	1972-02-18	1	1
8226875	1979-04-02	3	2
8236466	1948-01-03	1	1
8253600	1989-11-02	3	1
8257839	1971-06-06	1	1
4801711	1981-11-12	3	1
4904797	1988-02-04	3	1
8298396	1985-08-14	1	1
8579972	1962-06-17	3	1
8585040	1952-07-30	3	1
8593541	1987-04-29	3	1
8604090	1981-11-07	3	3
7908830	1987-11-20	1	1
7908972	1948-12-23	1	1
7909246	1987-08-14	3	1
7909506	1991-07-05	3	2
7909560	1981-05-20	3	2
8302288	1963-08-02	3	4
8312292	1972-03-13	1	3
8312369	1964-08-21	3	1
8322491	1970-04-22	3	1
7910038	1975-08-07	3	4
7910247	1968-07-10	1	3
7910357	1957-04-09	3	1
8325472	1970-12-09	1	1
8335649	1962-02-20	1	2
8336659	1992-09-02	3	3
8358054	1972-08-10	3	1
8607327	1972-01-11	3	1
8612033	1961-07-30	3	1
8626732	1980-06-15	1	4
7925938	1956-01-05	3	3
7953357	1961-04-23	3	2
7990770	1953-11-13	1	2
8010162	1979-08-19	3	4
8017268	1947-12-01	1	2
8081081	1949-01-06	3	2
8092526	1946-05-24	3	1
8098426	1973-07-20	3	1
5866324	1953-08-30	3	1
5875348	1961-07-24	3	2
5876207	1969-09-29	3	1
5899095	1972-12-24	1	1
5192610	1964-02-24	1	1
8362692	1981-10-06	1	1
8397758	1964-10-15	1	1
8632859	1965-07-16	1	1
8645609	1990-12-13	3	1
8426158	1980-05-22	3	4
5944434	1964-10-25	3	4
8668553	1966-09-28	3	1
8669399	1949-02-04	1	1
8672776	1954-10-02	3	4
8699561	1967-08-26	3	2
8708047	1976-03-18	3	1
5363165	1962-08-13	3	1
5374255	1950-10-15	3	4
5514886	1957-04-05	3	1
8718264	1978-04-01	3	2
8458214	1950-04-02	3	1
5638503	1972-02-24	3	1
8770921	1995-04-02	1	4
8779469	1949-08-14	1	2
8789598	1979-09-14	1	3
8796808	1967-01-27	3	1
8473402	1968-04-07	3	1
8486374	1959-10-22	3	1
8499730	1978-03-23	1	3
8500932	1951-02-02	3	2
8827519	1977-03-15	3	1
8848796	1975-01-22	3	4
8856820	1961-12-25	3	4
8863134	1978-07-15	3	1
8866844	1981-03-18	3	1
8141165	1962-11-24	3	1
8142247	1969-04-08	3	2
8147314	1945-01-15	3	1
6022474	1984-05-05	1	1
6068117	1956-10-08	3	1
6082553	1971-04-13	1	4
8945273	1998-05-04	3	1
8949596	1964-06-15	3	4
1596749	1962-09-15	1	1
8529832	1988-08-11	3	1
8538244	1958-04-18	3	4
1876466	1950-05-03	3	1
2672858	1950-06-04	3	1
8549367	1973-08-26	3	4
8568695	1978-04-24	3	1
5851808	1947-07-05	1	1
8589845	1958-02-21	3	1
7924665	1986-05-25	1	1
7924987	1967-08-05	1	1
7925114	1980-02-19	3	2
8195621	1969-05-14	1	1
8620147	1980-10-05	3	4
3321643	1984-06-27	1	4
3489809	1942-06-21	1	1
8235169	1981-09-09	1	1
8637436	1957-11-06	1	1
8642913	1962-10-28	3	1
8651257	1979-10-18	1	1
8664381	1969-05-26	1	2
3841838	1940-03-01	1	1
3999762	1970-05-17	1	1
8666414	1975-10-22	3	1
8669266	1968-01-11	3	4
8692392	1979-11-11	1	1
4035628	1955-10-25	3	1
4160867	1956-08-27	1	1
4282888	1964-09-07	1	1
8303123	1970-10-12	1	1
4438509	1967-12-07	3	1
4498355	1969-12-11	3	1
8713837	1986-07-11	3	4
8745182	1963-01-15	1	4
8778122	1954-04-24	3	1
4529147	1935-01-15	1	1
4605375	1967-05-08	1	1
5934725	1992-04-25	1	1
8818729	1963-04-20	1	1
6215044	1964-03-10	1	2
6222957	1964-02-07	3	1
6229697	1997-03-20	3	1
4943555	1990-04-08	3	1
4970847	1977-05-06	3	1
4993617	1965-10-17	3	1
6022626	1970-02-21	1	1
6023040	1994-06-17	1	1
6032957	1946-09-16	1	2
6035160	1985-07-04	3	1
6042137	1960-12-25	3	1
8849983	1983-01-08	3	1
8854803	1990-07-24	3	2
8871087	1981-02-20	3	1
5075287	1973-07-21	1	1
5130621	1957-05-01	1	1
5135472	1965-09-12	1	2
6283432	1971-03-16	3	1
6315135	1988-05-21	3	1
6052426	1980-03-18	1	1
6061948	1964-02-26	3	2
6068029	1978-06-03	1	1
6085748	1954-10-20	3	1
5226315	1982-06-26	1	1
5261360	1957-09-30	1	1
5382146	1961-11-02	1	1
8312152	1942-08-24	1	3
8322454	1993-03-25	3	1
5474618	1972-06-01	3	1
5531863	1948-02-04	1	1
5574755	1974-05-20	3	1
5576046	1952-05-23	3	2
8355375	1960-05-29	3	1
8368169	1977-01-31	1	4
8368969	1972-07-31	3	1
8377548	1959-02-05	3	1
5658449	1982-02-20	1	4
8381794	1961-07-01	3	1
8388713	1969-09-23	3	4
8418836	1972-09-22	1	3
5756652	1974-08-09	1	1
5805009	1953-09-30	1	1
8424920	1961-11-07	3	1
8430176	1952-10-26	1	1
8430341	1972-04-09	1	1
8437821	1952-04-25	1	1
8445771	1977-11-01	3	1
8464991	1950-08-27	3	1
5921131	1946-06-17	1	1
5942870	1952-01-19	1	1
6337277	1976-08-13	3	1
6000103	1961-01-30	1	1
6415698	1958-10-13	3	4
6024464	1947-09-30	3	1
6103086	1975-11-14	3	1
6103641	1957-10-15	3	2
6458828	1951-04-05	3	1
6134959	1971-11-25	3	1
6171787	1985-03-07	3	2
6177268	1990-05-03	1	1
6226814	1965-10-11	3	1
6246336	1977-05-07	3	1
6281019	1964-06-21	3	1
8916034	1944-10-14	1	4
8940137	1976-05-19	1	4
8948052	1979-08-20	3	1
8949463	1958-10-17	1	2
983737	1941-03-18	1	1
6419741	1945-05-19	3	1
6421898	1995-05-29	3	1
6435552	1955-09-18	1	1
6445607	1955-01-03	3	1
6515016	1980-10-04	1	1
8480301	1966-01-05	1	1
8490521	1974-05-02	1	1
6548896	1992-11-10	1	1
6459278	1961-12-03	1	2
6478908	1961-02-25	3	4
6484563	1973-05-10	3	1
6495035	1986-03-11	1	1
8517029	1976-11-19	1	1
3024569	1957-07-14	1	1
6590657	1957-06-11	3	1
6593880	1963-07-19	3	1
6506295	1951-12-13	3	1
6512797	1964-07-03	3	1
6527573	1974-06-21	3	1
8538216	1947-09-05	1	1
8550911	2005-06-04	1	3
6474373	1959-02-06	1	1
6548745	1992-07-04	3	1
6557587	1989-08-24	1	1
7925323	1982-04-27	1	2
4116641	1968-10-15	3	1
4159284	1956-08-19	3	1
6616789	1988-07-16	3	1
6627131	1972-04-23	1	3
6635207	1949-08-29	1	1
6588429	1991-01-30	3	1
6596900	1981-08-27	1	2
4529588	1955-04-17	3	1
8565379	1949-02-19	1	1
8581198	1980-09-13	1	1
8592159	1975-08-15	1	4
8598168	1981-03-18	3	1
6631473	1969-12-30	3	2
4584334	1974-07-10	3	1
4624896	1950-10-04	3	1
6660147	1960-01-11	3	1
6663349	1970-04-24	1	1
6690387	1997-05-06	1	1
6717572	1980-06-19	3	1
6558205		1	1
6588803	1985-01-10	1	1
8601158	1958-09-16	1	1
8628274	1996-06-06	3	1
8642334	1961-08-02	1	4
4800824	1967-08-31	3	1
4868261	1980-03-22	3	1
4910123	1979-01-08	3	1
5076480	1960-04-22	1	2
6680127	1973-01-27	3	1
6744449	1975-08-28	3	1
6764463	1967-08-27	3	1
6774590	1976-11-04	1	1
5207660	1968-06-30	3	4
5245870	1954-11-20	1	1
5248502	1988-06-23	3	2
6702398	1976-08-05	1	1
6702461	1977-12-19	1	1
6709479	1952-04-03	1	1
6713021	1944-02-25	1	2
6723179	1959-12-30	1	1
6793610	1952-05-17	1	1
6808194	1946-08-18	1	1
5317983	1956-08-31	3	1
5348562	1963-02-01	3	1
5359475	1966-11-03	1	1
8642988	1966-01-23	3	1
8677521	1958-09-27	1	4
6754058	1989-10-02	3	1
6765849	1970-12-22	3	1
6774695	1966-12-28	1	1
6841458	1968-03-18	3	1
5527145	1956-03-31	3	1
8726278	1963-02-21	3	2
8731177	1943-07-12	1	3
